C N N C N N N N N C N
40 Private Some-college 10 Married-civ-spouse Craft-repair Husband White Male 0 1
28 Private Some-college 10 Never-married Sales Not-in-family White Male 0 0
39 Private 12th 8 Never-married Handlers-cleaners Not-in-family White Male 0 0
33 Self-emp-not-inc HS-grad 9 Married-civ-spouse Craft-repair Husband White Male 0 1
23 Private Some-college 10 Never-married Other-service Not-in-family Asian-Pac-Islander Male 0 0
32 Private Some-college 10 Never-married Machine-op-inspct Other-relative White Male 0 0
37 Private HS-grad 9 Married-civ-spouse Craft-repair Husband White Male 0 0
71 Private 5th-6th 3 Widowed Priv-house-serv Not-in-family Asian-Pac-Islander Female 0 0
30 Private Some-college 10 Married-civ-spouse Adm-clerical Husband White Male 0 1
20 Private Some-college 10 Never-married Exec-managerial Not-in-family White Female 0 0
53 Federal-gov HS-grad 9 Married-civ-spouse Transport-moving Husband White Male 0 0
42 Private HS-grad 9 Divorced Craft-repair Unmarried White Male 0 0
44 Private Bachelors 13 Married-civ-spouse Exec-managerial Husband White Male 0 1
26 Private Masters 14 Never-married Prof-specialty Not-in-family White Female 0 0
21 Private Some-college 10 Never-married Other-service Own-child White Female 0 0
37 Self-emp-not-inc HS-grad 9 Married-spouse-absent Other-service Unmarried Black Female 0 0
36 Local-gov Bachelors 13 Divorced Prof-specialty Unmarried White Female 0 0
25 Private HS-grad 9 Never-married Sales Unmarried White Female 0 0
54 Private Doctorate 16 Married-civ-spouse Exec-managerial Husband White Male 0 1
38 Self-emp-inc Bachelors 13 Married-civ-spouse Prof-specialty Husband White Male 0 1
29 Private HS-grad 9 Never-married Other-service Not-in-family White Male 0 0
20 State-gov Some-college 10 Never-married Craft-repair Own-child White Male 0 0
32 Private HS-grad 9 Never-married Craft-repair Other-relative White Male 0 0
24 Private Assoc-acdm 12 Never-married Exec-managerial Not-in-family White Male 0 0
59 Federal-gov HS-grad 9 Married-civ-spouse Adm-clerical Husband White Male 0 1
56 Self-emp-not-inc Bachelors 13 Married-civ-spouse Adm-clerical Husband White Male 0 1
40 Self-emp-not-inc HS-grad 9 Divorced Transport-moving Not-in-family White Male 0 0
35 Private Bachelors 13 Married-civ-spouse Sales Husband White Male 0 1
38 Private Bachelors 13 Married-civ-spouse Prof-specialty Wife White Female 15024 1
24 Private Some-college 10 Never-married Sales Own-child White Female 0 0
30 Private Some-college 10 Married-civ-spouse Sales Husband White Male 0 1
36 Private 1st-4th 2 Never-married Farming-fishing Not-in-family White Male 0 0
20 Local-gov Some-college 10 Never-married Protective-serv Own-child Asian-Pac-Islander Female 0 0
36 Private HS-grad 9 Never-married Sales Own-child White Female 0 0
45 Federal-gov Bachelors 13 Never-married Exec-managerial Not-in-family White Female 0 0
22 Private Bachelors 13 Never-married Adm-clerical Own-child White Female 0 0
31 Private HS-grad 9 Never-married Farming-fishing Not-in-family White Male 0 0
34 Private HS-grad 9 Never-married Transport-moving Own-child White Male 0 0
24 Private 11th 7 Never-married Craft-repair Unmarried White Male 0 0
23 Private Bachelors 13 Never-married Sales Not-in-family White Male 0 0
46 Federal-gov Prof-school 15 Separated Prof-specialty Unmarried White Female 0 1
60 Private Prof-school 15 Married-civ-spouse Prof-specialty Husband White Male 0 1
40 Private Some-college 10 Divorced Machine-op-inspct Unmarried Black Female 0 0
55 Private HS-grad 9 Divorced Machine-op-inspct Not-in-family White Female 0 0
47 Private Masters 14 Separated Tech-support Not-in-family White Male 27828 1
28 Private HS-grad 9 Married-civ-spouse Other-service Husband White Male 0 0
55 Private Prof-school 15 Married-civ-spouse Exec-managerial Husband White Male 0 1
47 Private Masters 14 Married-civ-spouse Prof-specialty Husband White Male 0 1
54 Private Masters 14 Married-civ-spouse Exec-managerial Husband White Male 0 1
32 Private 11th 7 Married-civ-spouse Other-service Wife White Female 0 0
38 Private Assoc-acdm 12 Married-civ-spouse Exec-managerial Husband White Male 0 1
61 Self-emp-not-inc Some-college 10 Widowed Machine-op-inspct Not-in-family White Female 0 0
62 Self-emp-inc Masters 14 Married-civ-spouse Prof-specialty Husband Asian-Pac-Islander Male 0 0
29 Private Some-college 10 Married-civ-spouse Craft-repair Husband White Male 5013 0
26 Private HS-grad 9 Never-married Protective-serv Not-in-family Black Female 0 0
19 Private Some-college 10 Never-married Farming-fishing Own-child White Male 0 0
40 Private 10th 6 Married-civ-spouse Craft-repair Husband White Male 0 0
36 Private HS-grad 9 Married-civ-spouse Machine-op-inspct Husband White Male 7298 1
42 Private HS-grad 9 Married-civ-spouse Transport-moving Husband White Male 2885 0
55 Private Masters 14 Never-married Prof-specialty Other-relative Asian-Pac-Islander Female 0 0
55 Private HS-grad 9 Married-civ-spouse Other-service Wife Black Female 2407 0
43 Self-emp-not-inc Bachelors 13 Married-civ-spouse Sales Husband White Male 0 1
39 Private HS-grad 9 Married-civ-spouse Craft-repair Husband White Male 0 0
38 Federal-gov Some-college 10 Married-civ-spouse Adm-clerical Husband White Male 0 1
28 Private HS-grad 9 Never-married Other-service Unmarried White Female 0 0
36 Private Some-college 10 Divorced Tech-support Unmarried White Female 0 0
49 Private Some-college 10 Married-civ-spouse Farming-fishing Husband White Male 0 0
41 Private Some-college 10 Divorced Adm-clerical Own-child Black Female 0 0
60 Private 7th-8th 4 Married-civ-spouse Machine-op-inspct Wife White Female 0 0
35 Private Bachelors 13 Married-civ-spouse Exec-managerial Husband White Male 0 0
36 State-gov Bachelors 13 Divorced Prof-specialty Unmarried White Female 0 0
51 Private HS-grad 9 Married-civ-spouse Adm-clerical Husband White Male 0 1
23 Private HS-grad 9 Never-married Other-service Not-in-family White Male 0 0
51 Private HS-grad 9 Married-civ-spouse Craft-repair Husband White Male 0 0
17 Private 11th 7 Never-married Sales Own-child White Female 1055 0
33 Self-emp-not-inc Some-college 10 Married-civ-spouse Sales Husband White Male 0 0
50 Private HS-grad 9 Divorced Protective-serv Not-in-family White Male 0 0
38 Private 12th 8 Married-civ-spouse Craft-repair Husband White Male 0 1
18 Private HS-grad 9 Never-married Adm-clerical Own-child White Female 0 0
26 Private HS-grad 9 Never-married Transport-moving Own-child White Male 0 0
21 Private Some-college 10 Never-married Sales Own-child White Female 0 0
26 Private HS-grad 9 Married-civ-spouse Exec-managerial Husband White Male 0 0
30 Local-gov HS-grad 9 Married-civ-spouse Adm-clerical Wife White Female 0 1
33 Local-gov HS-grad 9 Never-married Other-service Not-in-family Black Male 0 0
42 State-gov Some-college 10 Divorced Transport-moving Unmarried White Male 0 0
28 Private Prof-school 15 Never-married Prof-specialty Not-in-family White Female 0 0
20 Private HS-grad 9 Never-married Other-service Own-child White Male 0 0
66 Local-gov Bachelors 13 Widowed Prof-specialty Not-in-family Black Female 0 0
31 Private Some-college 10 Married-civ-spouse Adm-clerical Husband Asian-Pac-Islander Male 0 0
36 Private Some-college 10 Divorced Adm-clerical Unmarried White Male 0 0
39 Federal-gov Assoc-acdm 12 Never-married Prof-specialty Not-in-family White Male 0 1
52 Private HS-grad 9 Married-civ-spouse Adm-clerical Husband White Male 0 0
61 Private 7th-8th 4 Married-civ-spouse Craft-repair Husband White Male 7688 1
27 Private HS-grad 9 Married-civ-spouse Transport-moving Husband White Male 0 0
45 Private HS-grad 9 Divorced Adm-clerical Not-in-family White Female 0 0
21 Private 9th 5 Never-married Other-service Own-child Amer-Indian-Eskimo Male 0 0
25 Private HS-grad 9 Never-married Adm-clerical Own-child White Female 0 0
24 Private Some-college 10 Never-married Other-service Own-child White Female 0 0
38 Private Assoc-acdm 12 Married-civ-spouse Exec-managerial Husband White Male 0 0
29 Private Bachelors 13 Married-civ-spouse Prof-specialty Wife White Female 0 1
45 Private HS-grad 9 Divorced Adm-clerical Unmarried White Female 0 0
59 Private 10th 6 Married-civ-spouse Transport-moving Husband White Male 0 0
41 Private HS-grad 9 Married-civ-spouse Adm-clerical Own-child White Male 0 0
23 Private Bachelors 13 Never-married Adm-clerical Own-child White Female 0 0
43 Private Some-college 10 Divorced Adm-clerical Not-in-family White Male 0 0
17 Private 11th 7 Never-married Sales Own-child White Male 0 0
32 Private Bachelors 13 Married-civ-spouse Exec-managerial Husband White Male 15024 1
42 Private Assoc-voc 11 Married-civ-spouse Machine-op-inspct Husband White Male 0 0
68 Private Masters 14 Married-civ-spouse Exec-managerial Husband White Male 0 1
55 Federal-gov HS-grad 9 Married-civ-spouse Tech-support Husband White Male 0 1
43 Private HS-grad 9 Married-civ-spouse Adm-clerical Husband White Male 0 0
61 Private HS-grad 9 Married-civ-spouse Adm-clerical Husband White Male 0 1
28 Private HS-grad 9 Married-civ-spouse Machine-op-inspct Husband White Male 0 0
47 Private HS-grad 9 Divorced Machine-op-inspct Unmarried White Female 0 0
21 Self-emp-not-inc 7th-8th 4 Never-married Craft-repair Not-in-family White Male 0 0
39 Private Some-college 10 Never-married Craft-repair Not-in-family White Male 0 0
39 Private 11th 7 Divorced Craft-repair Not-in-family White Male 0 0
34 Private Some-college 10 Married-civ-spouse Transport-moving Husband Black Male 0 0
27 Private Bachelors 13 Divorced Handlers-cleaners Own-child Black Male 0 0
21 State-gov Some-college 10 Never-married Other-service Own-child Black Female 0 0
25 Private 5th-6th 3 Never-married Machine-op-inspct Not-in-family White Male 0 0
51 Self-emp-inc Some-college 10 Married-civ-spouse Sales Husband White Male 0 1
35 Private Bachelors 13 Never-married Sales Own-child Black Female 0 0
19 Private Some-college 10 Never-married Other-service Own-child White Male 0 0
27 Private Bachelors 13 Married-civ-spouse Exec-managerial Husband White Male 7298 1
34 Private Some-college 10 Never-married Sales Other-relative Black Female 0 0
36 Private HS-grad 9 Divorced Craft-repair Unmarried White Male 0 0
33 Self-emp-not-inc Bachelors 13 Married-civ-spouse Craft-repair Husband White Male 0 0
60 Self-emp-not-inc Bachelors 13 Married-civ-spouse Craft-repair Husband White Male 0 0
42 Private Some-college 10 Married-civ-spouse Exec-managerial Husband White Male 15024 1
47 Federal-gov HS-grad 9 Married-civ-spouse Prof-specialty Wife Black Female 0 0
42 Private HS-grad 9 Divorced Craft-repair Not-in-family White Male 0 1
34 Private Some-college 10 Married-civ-spouse Exec-managerial Husband White Male 0 1
21 Private HS-grad 9 Never-married Other-service Own-child White Female 0 0
30 Private Masters 14 Married-civ-spouse Other-service Husband White Male 0 1
53 Private Masters 14 Married-civ-spouse Exec-managerial Wife White Female 0 1
34 Private HS-grad 9 Married-civ-spouse Craft-repair Husband White Male 0 0
37 Private Bachelors 13 Married-civ-spouse Handlers-cleaners Husband White Male 0 0
27 Private HS-grad 9 Never-married Adm-clerical Own-child Black Female 0 0
31 Private Bachelors 13 Never-married Sales Not-in-family White Male 0 0
30 Private Some-college 10 Married-civ-spouse Adm-clerical Wife White Female 0 0
33 Private HS-grad 9 Divorced Transport-moving Not-in-family White Male 0 0
41 Local-gov Some-college 10 Married-civ-spouse Exec-managerial Husband White Male 0 0
23 State-gov Some-college 10 Married-civ-spouse Prof-specialty Husband White Male 0 0
65 Private Some-college 10 Married-civ-spouse Exec-managerial Wife White Female 0 0
30 Private HS-grad 9 Never-married Other-service Unmarried White Female 0 0
51 Private Assoc-voc 11 Married-civ-spouse Other-service Husband White Male 4064 0
30 Local-gov Some-college 10 Never-married Handlers-cleaners Own-child White Male 0 0
49 Private Masters 14 Divorced Sales Not-in-family White Male 4787 1
37 Self-emp-not-inc HS-grad 9 Married-civ-spouse Prof-specialty Husband White Male 3137 0
42 Private HS-grad 9 Never-married Craft-repair Not-in-family White Male 0 0
62 Private Assoc-voc 11 Married-civ-spouse Exec-managerial Wife White Female 0 1
31 Private Some-college 10 Married-civ-spouse Transport-moving Husband White Male 5178 1
50 Private Bachelors 13 Married-civ-spouse Tech-support Husband White Male 0 1
33 Private Bachelors 13 Married-civ-spouse Adm-clerical Other-relative Asian-Pac-Islander Male 0 0
27 Private Some-college 10 Never-married Transport-moving Other-relative White Male 0 0
31 Private Assoc-voc 11 Married-civ-spouse Craft-repair Husband White Male 4386 1
35 Private Some-college 10 Never-married Machine-op-inspct Other-relative Amer-Indian-Eskimo Male 0 0
55 Private Some-college 10 Married-civ-spouse Transport-moving Husband White Male 0 1
54 Self-emp-not-inc Bachelors 13 Married-civ-spouse Exec-managerial Wife White Female 0 1
56 Private Bachelors 13 Married-civ-spouse Tech-support Husband White Male 0 1
21 Private Assoc-voc 11 Never-married Adm-clerical Not-in-family White Female 0 0
66 Private 7th-8th 4 Widowed Other-service Not-in-family White Female 0 0
46 Private HS-grad 9 Married-civ-spouse Craft-repair Husband White Male 0 0
23 Private Bachelors 13 Never-married Exec-managerial Not-in-family White Female 0 0
43 Private Masters 14 Never-married Exec-managerial Not-in-family White Female 0 0
40 Private HS-grad 9 Married-civ-spouse Machine-op-inspct Husband White Male 0 0
52 Private 5th-6th 3 Married-civ-spouse Craft-repair Husband White Male 0 0
59 Local-gov Bachelors 13 Married-civ-spouse Prof-specialty Husband White Male 0 1
36 Local-gov Assoc-voc 11 Separated Adm-clerical Own-child Black Female 0 0
33 Private HS-grad 9 Never-married Transport-moving Not-in-family White Male 0 0
20 Private HS-grad 9 Married-civ-spouse Sales Husband White Male 0 0
21 Private HS-grad 9 Never-married Machine-op-inspct Not-in-family White Male 0 0
42 Self-emp-not-inc Masters 14 Married-civ-spouse Exec-managerial Husband White Male 0 1
62 Private HS-grad 9 Widowed Sales Not-in-family White Female 0 0
54 Private HS-grad 9 Never-married Sales Not-in-family White Male 0 0
35 Private 7th-8th 4 Never-married Machine-op-inspct Own-child White Female 0 0
36 Private Assoc-acdm 12 Never-married Tech-support Not-in-family White Female 0 0
21 Private HS-grad 9 Never-married Adm-clerical Other-relative White Female 0 0
30 Private HS-grad 9 Separated Farming-fishing Unmarried White Female 0 0
46 Private Some-college 10 Married-civ-spouse Craft-repair Husband White Male 0 1
32 Private 5th-6th 3 Married-civ-spouse Machine-op-inspct Wife Asian-Pac-Islander Female 0 1
21 Private Some-college 10 Never-married Sales Other-relative White Male 0 0
39 Private HS-grad 9 Never-married Adm-clerical Not-in-family White Male 0 0
54 Private HS-grad 9 Married-spouse-absent Exec-managerial Not-in-family White Female 0 0
32 Private Some-college 10 Married-civ-spouse Machine-op-inspct Husband White Male 3464 0
23 Private HS-grad 9 Never-married Machine-op-inspct Own-child White Male 0 0
42 Private 1st-4th 2 Married-civ-spouse Machine-op-inspct Husband White Male 0 0
28 Private Some-college 10 Never-married Other-service Not-in-family White Male 0 0
