C N C N N N
52 Local-gov 10 Married-civ-spouse Husband 0
51 Self-emp-not-inc 3 Married-civ-spouse Husband 0
39 State-gov 13 Married-civ-spouse Husband 0
40 Private 12 Married-civ-spouse Husband 1
40 Self-emp-not-inc 10 Never-married Not-in-family 0
33 Private 9 Married-civ-spouse Husband 0
38 Local-gov 10 Married-civ-spouse Husband 1
29 Private 11 Divorced Unmarried 0
37 Private 10 Divorced Not-in-family 0
37 Private 9 Married-civ-spouse Husband 1
19 Private 9 Never-married Own-child 0
46 Local-gov 9 Married-civ-spouse Husband 0
46 Private 12 Married-civ-spouse Husband 1
37 Private 10 Never-married Own-child 0
34 Private 10 Separated Unmarried 0
38 Private 10 Divorced Unmarried 0
26 Private 9 Married-civ-spouse Husband 0
34 Private 13 Never-married Not-in-family 0
57 Private 13 Married-civ-spouse Husband 0
33 Private 7 Never-married Not-in-family 0
26 Local-gov 10 Never-married Own-child 0
20 Private 9 Never-married Not-in-family 0
38 Private 13 Married-civ-spouse Husband 1
61 Private 10 Married-civ-spouse Husband 0
36 Self-emp-not-inc 16 Married-civ-spouse Husband 1
17 Private 10 Never-married Own-child 0
40 Private 10 Married-civ-spouse Husband 1
18 Private 7 Never-married Own-child 0
21 Private 12 Never-married Own-child 0
41 Private 9 Never-married Own-child 0
46 Private 7 Separated Not-in-family 0
55 Federal-gov 9 Married-civ-spouse Husband 0
27 Private 12 Never-married Not-in-family 0
39 Private 9 Married-civ-spouse Husband 0
36 Private 9 Never-married Own-child 0
51 Private 10 Married-civ-spouse Husband 0
27 Private 13 Never-married Not-in-family 0
30 Local-gov 13 Married-civ-spouse Husband 1
42 Private 9 Divorced Not-in-family 0
23 Private 13 Never-married Own-child 0
56 Private 11 Married-civ-spouse Husband 1
41 Self-emp-not-inc 10 Married-civ-spouse Husband 0
49 Private 9 Married-civ-spouse Husband 0
46 Federal-gov 11 Divorced Not-in-family 0
54 Private 9 Married-civ-spouse Husband 0
38 Private 10 Married-civ-spouse Husband 1
45 Self-emp-not-inc 15 Married-civ-spouse Husband 1
50 Self-emp-not-inc 15 Married-civ-spouse Husband 1
22 Private 10 Never-married Not-in-family 0
31 Private 9 Never-married Not-in-family 0
27 Private 9 Divorced Not-in-family 0
34 Private 9 Married-civ-spouse Husband 0
46 Private 7 Never-married Own-child 0
47 Private 13 Married-civ-spouse Husband 1
36 State-gov 11 Married-civ-spouse Husband 0
22 Private 9 Never-married Own-child 0
51 Private 9 Married-civ-spouse Husband 0
43 Private 10 Divorced Not-in-family 0
54 Private 10 Widowed Not-in-family 0
24 Private 5 Never-married Own-child 0
29 Private 15 Never-married Not-in-family 0
40 State-gov 10 Divorced Unmarried 0
18 Private 7 Never-married Own-child 0
31 Private 13 Never-married Not-in-family 0
57 Private 16 Married-civ-spouse Husband 1
32 Private 14 Never-married Not-in-family 0
48 Private 14 Married-civ-spouse Husband 1
24 Private 10 Married-civ-spouse Husband 0
24 Private 12 Divorced Not-in-family 0
24 Private 11 Married-civ-spouse Husband 0
49 Local-gov 13 Married-civ-spouse Wife 1
27 Self-emp-not-inc 9 Married-civ-spouse Husband 0
37 Private 10 Divorced Unmarried 0
33 Private 10 Married-civ-spouse Husband 1
19 Private 10 Never-married Own-child 0
45 Private 13 Married-civ-spouse Wife 1
54 Local-gov 14 Divorced Not-in-family 0
47 Private 9 Divorced Unmarried 0
22 Private 10 Married-spouse-absent Own-child 0
20 Private 9 Never-married Not-in-family 0
36 Private 5 Married-civ-spouse Husband 0
58 Self-emp-not-inc 4 Married-civ-spouse Husband 1
34 Self-emp-inc 13 Divorced Unmarried 0
36 Private 14 Married-civ-spouse Wife 1
28 Local-gov 13 Never-married Not-in-family 0
38 Local-gov 11 Divorced Own-child 0
32 Private 7 Never-married Not-in-family 0
35 Self-emp-inc 9 Married-civ-spouse Husband 0
51 Self-emp-inc 12 Married-civ-spouse Husband 0
33 Private 10 Never-married Not-in-family 0
71 Private 14 Divorced Not-in-family 0
48 Private 14 Married-civ-spouse Husband 1
53 Self-emp-not-inc 9 Married-civ-spouse Husband 0
40 Private 11 Married-civ-spouse Husband 1
64 Self-emp-not-inc 9 Married-civ-spouse Husband 0
42 Federal-gov 9 Married-civ-spouse Husband 1
25 Private 9 Married-civ-spouse Husband 1
66 Private 10 Widowed Unmarried 1
59 Federal-gov 14 Never-married Not-in-family 1
42 Self-emp-not-inc 10 Married-civ-spouse Husband 1
24 Private 9 Never-married Unmarried 0
19 Private 9 Never-married Own-child 0
26 Private 10 Never-married Own-child 0
22 Private 9 Never-married Own-child 0
33 Private 10 Married-civ-spouse Husband 0
63 Private 7 Never-married Not-in-family 0
20 Private 10 Never-married Not-in-family 0
33 Private 3 Married-spouse-absent Not-in-family 0
56 Private 9 Married-civ-spouse Husband 0
70 Self-emp-not-inc 11 Married-civ-spouse Husband 1
42 Private 9 Married-civ-spouse Husband 1
25 Local-gov 13 Never-married Not-in-family 0
28 Private 10 Married-civ-spouse Husband 1
80 Self-emp-not-inc 9 Married-civ-spouse Husband 0
36 Private 6 Never-married Not-in-family 0
37 Private 14 Married-civ-spouse Husband 1
38 Private 9 Married-civ-spouse Husband 1
52 State-gov 9 Separated Not-in-family 0
49 Private 9 Widowed Unmarried 0
30 Private 9 Married-civ-spouse Husband 0
36 Private 10 Married-civ-spouse Husband 1
70 Self-emp-inc 15 Married-civ-spouse Husband 1
55 Private 10 Widowed Not-in-family 1
25 Private 13 Widowed Not-in-family 0
59 Private 9 Married-civ-spouse Wife 1
22 Private 10 Never-married Not-in-family 0
41 Local-gov 12 Separated Not-in-family 0
62 Private 9 Married-civ-spouse Husband 1
54 Private 9 Never-married Other-relative 0
38 Private 9 Never-married Unmarried 0
52 Private 9 Married-civ-spouse Husband 1
36 Private 7 Married-civ-spouse Husband 0
74 Self-emp-inc 9 Married-civ-spouse Husband 1
35 Self-emp-not-inc 3 Married-civ-spouse Wife 0
41 Private 8 Divorced Not-in-family 0
30 Private 11 Married-civ-spouse Wife 0
25 Private 9 Married-civ-spouse Husband 0
35 Private 10 Never-married Not-in-family 1
38 Private 13 Married-civ-spouse Husband 1
34 State-gov 14 Married-civ-spouse Husband 1
48 Private 14 Married-civ-spouse Husband 1
50 Self-emp-not-inc 3 Never-married Not-in-family 0
19 Private 9 Never-married Own-child 0
51 Private 10 Married-civ-spouse Husband 0
39 Private 13 Divorced Unmarried 0
20 Private 7 Never-married Own-child 0
17 Private 7 Never-married Own-child 0
42 Private 10 Married-civ-spouse Husband 1
25 Private 10 Never-married Other-relative 0
36 Private 9 Divorced Unmarried 0
65 Private 16 Widowed Not-in-family 0
32 Self-emp-not-inc 13 Married-civ-spouse Husband 1
33 Self-emp-inc 13 Never-married Not-in-family 0
32 State-gov 10 Never-married Unmarried 0
25 Private 9 Married-civ-spouse Husband 0
41 Local-gov 10 Divorced Unmarried 0
44 Private 9 Married-civ-spouse Husband 1
72 Private 6 Married-civ-spouse Husband 0
36 Private 9 Divorced Not-in-family 0
67 Self-emp-not-inc 9 Married-civ-spouse Husband 0
28 Private 9 Married-civ-spouse Husband 0
24 Private 7 Married-civ-spouse Husband 0
17 Private 4 Never-married Own-child 0
32 Self-emp-not-inc 13 Divorced Unmarried 0
67 Private 7 Widowed Not-in-family 0
51 Private 14 Married-civ-spouse Husband 0
32 Private 2 Never-married Not-in-family 0
39 Private 10 Married-civ-spouse Husband 1
18 Self-emp-not-inc 10 Never-married Not-in-family 0
50 Self-emp-not-inc 13 Married-civ-spouse Husband 1
24 Private 6 Never-married Not-in-family 0
21 Local-gov 10 Never-married Not-in-family 0
24 Private 13 Never-married Other-relative 0
34 Private 11 Never-married Own-child 0
49 Self-emp-not-inc 6 Never-married Not-in-family 0
50 Private 9 Divorced Not-in-family 0
33 Private 12 Divorced Own-child 0
18 Private 10 Never-married Own-child 0
45 Private 11 Divorced Unmarried 1
20 Private 9 Never-married Not-in-family 0
46 Self-emp-inc 13 Married-civ-spouse Husband 1
64 Local-gov 9 Widowed Not-in-family 0
39 Private 16 Never-married Not-in-family 0
35 Private 9 Never-married Not-in-family 0
21 Private 10 Never-married Not-in-family 0
29 Private 12 Never-married Not-in-family 0
38 State-gov 13 Married-civ-spouse Wife 1
45 Private 9 Divorced Unmarried 0
30 Self-emp-not-inc 14 Divorced Not-in-family 1
41 Private 10 Married-civ-spouse Wife 1
37 Private 9 Never-married Not-in-family 0
45 Private 13 Married-civ-spouse Husband 1
45 Self-emp-inc 9 Married-civ-spouse Husband 1
20 Federal-gov 9 Never-married Other-relative 0
63 Self-emp-inc 10 Widowed Not-in-family 1
35 Self-emp-not-inc 10 Married-civ-spouse Husband 0
24 Private 13 Married-civ-spouse Husband 0
19 Private 10 Never-married Not-in-family 0
23 Private 9 Never-married Own-child 0
34 Private 13 Never-married Not-in-family 0
36 Self-emp-not-inc 3 Married-civ-spouse Husband 1
46 Private 9 Never-married Other-relative 0
38 Local-gov 13 Married-civ-spouse Husband 1
55 Local-gov 8 Widowed Not-in-family 0
27 Private 10 Never-married Other-relative 0
48 Private 10 Married-civ-spouse Husband 1
35 Private 9 Divorced Own-child 0
53 Private 10 Married-civ-spouse Husband 1
47 Private 9 Married-civ-spouse Husband 0
50 Private 10 Divorced Not-in-family 0
32 Private 10 Married-civ-spouse Husband 0
40 Private 9 Married-civ-spouse Husband 0
41 Private 10 Married-civ-spouse Husband 1
47 Federal-gov 13 Divorced Not-in-family 0
21 Private 10 Never-married Own-child 0
45 Local-gov 14 Married-civ-spouse Husband 0
33 Private 4 Never-married Unmarried 0
68 Without-pay 10 Married-spouse-absent Unmarried 0
44 Private 15 Married-civ-spouse Husband 1
49 Private 6 Married-civ-spouse Husband 0
45 Private 16 Married-civ-spouse Husband 1
41 Private 10 Married-civ-spouse Husband 1
29 Private 4 Married-civ-spouse Husband 0
46 Private 10 Married-civ-spouse Husband 0
19 Private 9 Never-married Other-relative 0
56 Private 6 Married-civ-spouse Husband 0
55 Self-emp-not-inc 9 Married-civ-spouse Husband 0
29 Private 9 Never-married Not-in-family 0
21 Private 9 Never-married Not-in-family 0
38 Private 9 Divorced Not-in-family 0
52 Private 3 Never-married Not-in-family 0
22 Private 9 Never-married Own-child 0
20 Private 9 Married-civ-spouse Husband 0
31 Private 9 Never-married Own-child 0
39 Private 9 Married-civ-spouse Husband 0
55 Private 10 Divorced Not-in-family 0
35 Private 12 Separated Unmarried 0
45 Private 13 Married-civ-spouse Husband 1
61 Private 14 Married-civ-spouse Husband 1
18 Private 9 Never-married Own-child 0
51 State-gov 13 Widowed Not-in-family 0
37 Self-emp-not-inc 9 Married-civ-spouse Husband 0
32 Private 10 Never-married Own-child 0
48 Private 9 Separated Unmarried 0
62 Private 4 Married-civ-spouse Husband 0
28 Private 9 Never-married Not-in-family 0
19 Private 6 Never-married Other-relative 0
20 Private 10 Never-married Own-child 0
41 Private 13 Married-civ-spouse Husband 0
29 Private 13 Never-married Not-in-family 0
47 Private 13 Married-civ-spouse Husband 1
43 State-gov 13 Married-civ-spouse Husband 1
20 Private 10 Never-married Other-relative 0
29 Private 13 Married-civ-spouse Husband 1
51 Federal-gov 13 Widowed Not-in-family 0
40 Private 11 Married-civ-spouse Husband 1
26 Private 3 Never-married Not-in-family 0
30 Private 13 Never-married Own-child 0
36 Private 9 Widowed Not-in-family 0
68 Local-gov 9 Widowed Not-in-family 0
42 Private 10 Never-married Not-in-family 1
41 Private 9 Married-civ-spouse Husband 0
43 Private 13 Married-civ-spouse Husband 1
20 Private 10 Never-married Own-child 0
43 Private 13 Divorced Own-child 0
53 Private 9 Married-civ-spouse Husband 1
45 Private 10 Married-civ-spouse Husband 1
39 Private 9 Never-married Unmarried 0
31 Local-gov 14 Married-civ-spouse Husband 0
23 Private 10 Never-married Other-relative 0
38 State-gov 14 Divorced Not-in-family 0
37 Self-emp-not-inc 9 Married-civ-spouse Husband 1
18 Private 9 Never-married Other-relative 0
41 Self-emp-not-inc 9 Married-civ-spouse Husband 0
30 Private 13 Married-civ-spouse Wife 1
26 Private 13 Never-married Own-child 0
37 Private 9 Married-civ-spouse Husband 0
25 Private 10 Never-married Not-in-family 0
33 Private 10 Married-civ-spouse Husband 1
37 Private 13 Married-civ-spouse Husband 1
31 Private 13 Never-married Not-in-family 0
27 Private 10 Married-civ-spouse Husband 0
35 Private 14 Married-civ-spouse Husband 1
28 Self-emp-not-inc 10 Married-civ-spouse Wife 1
59 Private 9 Never-married Not-in-family 0
42 Private 13 Married-civ-spouse Husband 0
50 Private 9 Married-civ-spouse Husband 1
32 Private 10 Divorced Unmarried 0
27 Private 9 Separated Unmarried 0
43 Private 13 Divorced Other-relative 0
46 Private 7 Divorced Unmarried 1
41 Private 10 Married-civ-spouse Husband 1
59 Local-gov 14 Divorced Unmarried 1
20 Private 10 Never-married Own-child 0
57 Private 13 Married-civ-spouse Husband 1
46 Self-emp-not-inc 9 Married-civ-spouse Husband 0
45 Private 4 Married-civ-spouse Husband 0
29 Local-gov 9 Never-married Unmarried 0
23 Private 7 Married-civ-spouse Husband 0
46 Private 9 Never-married Not-in-family 0
58 Private 10 Married-civ-spouse Husband 1
38 Private 11 Never-married Other-relative 0
29 Private 10 Never-married Other-relative 0
26 Local-gov 13 Never-married Not-in-family 0
42 Private 13 Married-civ-spouse Husband 1
61 Private 9 Separated Unmarried 1
31 Private 10 Married-civ-spouse Husband 1
43 Private 9 Divorced Own-child 0
47 Private 13 Married-civ-spouse Husband 1
51 State-gov 9 Married-civ-spouse Husband 1
23 Private 9 Never-married Not-in-family 0
24 Private 9 Never-married Unmarried 0
25 Private 10 Never-married Not-in-family 0
38 Private 11 Married-civ-spouse Husband 0
48 Private 9 Married-civ-spouse Wife 1
33 Private 9 Never-married Not-in-family 0
46 Private 14 Married-civ-spouse Husband 1
18 Private 4 Never-married Other-relative 0
52 Private 9 Married-civ-spouse Husband 0
46 Private 13 Married-civ-spouse Husband 1
28 Private 9 Never-married Not-in-family 0
37 Private 10 Never-married Other-relative 0
45 Local-gov 14 Married-civ-spouse Husband 1
17 Private 6 Never-married Own-child 0
56 Private 14 Married-civ-spouse Husband 1
38 Self-emp-inc 12 Divorced Unmarried 0
81 Private 4 Married-civ-spouse Husband 0
22 Private 10 Never-married Own-child 0
43 State-gov 10 Divorced Unmarried 0
31 Private 12 Married-civ-spouse Wife 0
42 Self-emp-not-inc 13 Married-civ-spouse Husband 1
50 Private 9 Married-civ-spouse Husband 1
31 Private 10 Separated Not-in-family 0
35 Private 10 Divorced Not-in-family 0
36 Private 13 Separated Unmarried 0
33 Private 4 Married-civ-spouse Husband 0
36 Private 13 Divorced Unmarried 0
50 Private 9 Never-married Own-child 0
55 Private 10 Married-civ-spouse Husband 1
29 Private 9 Divorced Unmarried 0
24 Private 10 Never-married Other-relative 0
39 Federal-gov 10 Divorced Not-in-family 1
34 Private 13 Never-married Not-in-family 0
29 Private 4 Divorced Unmarried 0
60 Private 10 Married-civ-spouse Husband 1
33 Private 14 Married-civ-spouse Wife 1
58 Private 5 Never-married Own-child 0
27 Private 10 Separated Not-in-family 0
46 State-gov 10 Divorced Unmarried 0
63 Private 9 Divorced Not-in-family 0
38 Self-emp-not-inc 10 Divorced Unmarried 0
23 Private 10 Never-married Own-child 0
29 Private 13 Never-married Not-in-family 1
31 Private 15 Married-civ-spouse Wife 1
49 Self-emp-inc 9 Married-civ-spouse Husband 1
45 Self-emp-inc 16 Married-civ-spouse Husband 1
42 Private 5 Married-civ-spouse Husband 0
48 Private 9 Married-civ-spouse Husband 0
33 Private 9 Married-civ-spouse Husband 0
24 Private 10 Never-married Own-child 0
49 Self-emp-not-inc 10 Married-civ-spouse Husband 0
40 Private 10 Married-civ-spouse Husband 0
57 Private 11 Married-civ-spouse Husband 0
50 Private 9 Divorced Not-in-family 0
46 Private 13 Married-civ-spouse Husband 1
35 Self-emp-not-inc 10 Married-civ-spouse Husband 0
19 Private 10 Never-married Own-child 0
18 Private 6 Never-married Own-child 0
20 Private 9 Never-married Not-in-family 0
42 Private 9 Divorced Not-in-family 0
46 Private 9 Married-civ-spouse Husband 1
40 Federal-gov 9 Married-civ-spouse Wife 1
54 Private 14 Married-civ-spouse Husband 1
28 Private 9 Married-civ-spouse Husband 0
38 Private 10 Married-civ-spouse Husband 1
28 Private 10 Never-married Not-in-family 0
22 Private 7 Never-married Own-child 0
31 Private 13 Married-civ-spouse Husband 1
27 Private 9 Married-civ-spouse Husband 0
45 Private 13 Married-civ-spouse Husband 1
38 Private 13 Married-civ-spouse Husband 1
67 Self-emp-not-inc 12 Married-civ-spouse Wife 1
75 Private 14 Never-married Not-in-family 0
41 Private 14 Divorced Unmarried 1
37 Private 13 Married-civ-spouse Husband 1
47 Private 9 Never-married Own-child 0
34 Local-gov 13 Married-civ-spouse Husband 1
25 Private 9 Married-civ-spouse Own-child 0
52 Private 9 Widowed Not-in-family 0
27 State-gov 9 Never-married Own-child 0
35 Private 9 Never-married Not-in-family 0
44 Local-gov 8 Married-civ-spouse Other-relative 0
27 Local-gov 9 Married-civ-spouse Husband 1
42 Private 10 Never-married Not-in-family 0
26 Private 5 Never-married Own-child 0
23 Private 9 Never-married Not-in-family 0
